PM2.5,PM10,NOx,NH3,CO,SO2,O3,AQI
51.93,118.12710293078136,31.64,23.48347601937197,13.71,15.33,12.88,231.0
77.87,118.12710293078136,23.0,23.48347601937197,6.67,46.82,16.67,327.0
57.59,118.12710293078136,20.42,23.48347601937197,5.6,41.68,25.51,174.0
77.22,118.12710293078136,21.13,23.48347601937197,7.02,71.97,9.56,185.0
45.29,118.12710293078136,19.66,23.48347601937197,7.25,18.64,6.32,179.0
103.78,118.12710293078136,19.86,23.48347601937197,6.36,7.76,15.27,211.0
25.14,118.12710293078136,24.74,23.48347601937197,6.01,38.05,38.52,192.0
87.03,118.12710293078136,25.53,23.48347601937197,8.05,23.84,48.22,310.0
89.6,118.12710293078136,25.9,23.48347601937197,6.59,48.05,44.78,223.0
80.69,118.12710293078136,22.25,23.48347601937197,6.86,39.85,32.65,192.0
44.75,118.12710293078136,24.29,23.48347601937197,7.76,9.89,8.07,191.0
38.11,118.12710293078136,19.03,23.48347601937197,7.41,3.13,6.69,184.0
45.5,118.12710293078136,24.15,23.48347601937197,8.56,0.76,3.82,220.0
36.98,118.12710293078136,19.74,23.48347601937197,8.21,0.52,5.17,215.0
43.58,118.12710293078136,21.58,23.48347601937197,8.26,1.02,7.56,226.0
45.49,118.12710293078136,24.53,23.48347601937197,9.63,0.81,2.94,251.0
38.06,118.12710293078136,27.25,23.48347601937197,8.67,1.05,4.63,216.0
45.41,118.12710293078136,29.9,23.48347601937197,9.35,0.74,4.5,237.0
37.71,118.12710293078136,24.8,23.48347601937197,8.54,0.87,4.6,198.0
32.37,118.12710293078136,21.89,23.48347601937197,7.53,2.17,12.17,195.0
34.74,118.12710293078136,21.11,23.48347601937197,7.59,4.11,12.22,187.0
32.56,118.12710293078136,21.25,23.48347601937197,7.34,4.04,11.85,181.0
29.28,118.12710293078136,19.23,23.48347601937197,7.55,4.01,12.64,179.0
20.46,118.12710293078136,17.76,23.48347601937197,7.15,5.62,12.7,188.0
26.07,118.12710293078136,19.06,23.48347601937197,7.99,4.1,10.57,190.0
21.43,118.12710293078136,18.62,23.48347601937197,7.45,4.99,7.38,185.0
11.91,118.12710293078136,17.44,23.48347601937197,7.34,10.86,5.47,189.0
57.75,118.12710293078136,18.36,23.48347601937197,8.68,12.28,3.06,196.0
66.39,118.12710293078136,21.36,23.48347601937197,8.58,11.09,4.96,201.0
62.61,118.12710293078136,18.98,23.48347601937197,9.15,12.31,6.44,231.0
47.5,118.12710293078136,17.59,23.48347601937197,8.07,13.91,7.28,196.0
111.8,118.12710293078136,20.74,23.48347601937197,9.23,5.27,5.99,220.0
30.0,118.12710293078136,22.64,23.48347601937197,8.87,8.09,6.31,244.0
4.66,118.12710293078136,20.36,23.48347601937197,9.01,7.31,6.38,223.0
48.72,118.12710293078136,21.5,23.48347601937197,9.56,5.72,6.61,230.0
49.7,118.12710293078136,19.23,23.48347601937197,9.43,6.78,6.42,243.0
48.1,118.12710293078136,17.57,23.48347601937197,8.03,9.33,7.6,215.0
47.43,118.12710293078136,17.56,23.48347601937197,8.11,7.93,7.08,199.0
51.74,118.12710293078136,21.28,23.48347601937197,8.91,10.05,5.78,200.0
42.68,118.12710293078136,20.82,23.48347601937197,9.74,10.87,4.44,226.0
38.45,118.12710293078136,18.35,23.48347601937197,10.55,10.28,3.24,241.0
46.69,118.12710293078136,11.64,23.48347601937197,11.48,10.25,5.76,222.0
55.27,118.12710293078136,11.66,23.48347601937197,11.55,12.7,6.55,223.0
149.03,118.12710293078136,11.65,23.48347601937197,11.49,10.07,7.27,248.0
86.57,118.12710293078136,11.64,23.48347601937197,11.47,11.09,6.53,300.0
111.77,118.12710293078136,11.53,23.48347601937197,11.3,7.73,4.67,232.0
151.4,118.12710293078136,11.16,23.48347601937197,10.8,7.8,5.46,330.0
51.35,118.12710293078136,10.67,23.48347601937197,8.0,10.0,5.76,223.0
65.37,118.12710293078136,8.57,23.48347601937197,0.64,16.31,8.02,105.0
56.28,118.12710293078136,8.51,23.48347601937197,0.6,18.93,6.2,101.0
48.17,118.12710293078136,8.55,23.48347601937197,0.65,18.99,7.97,93.0
33.56,118.12710293078136,8.56,23.48347601937197,0.72,11.28,10.18,67.0
31.3,118.12710293078136,8.49,23.48347601937197,0.55,10.29,7.44,60.0
48.12,118.12710293078136,8.43,23.48347601937197,0.67,1.28,6.3,166.4635814889336
57.11,118.12710293078136,8.42,23.48347601937197,0.55,14.58,2.6,90.0
34.72,118.12710293078136,7.88,23.48347601937197,0.1,13.62,4.87,78.0
29.22,118.12710293078136,7.77,23.48347601937197,0.06,13.58,5.08,48.0
29.79,118.12710293078136,7.97,23.48347601937197,0.14,15.11,5.34,53.0
59.95,118.12710293078136,8.16,23.48347601937197,0.18,11.52,2.79,91.0
19.2,118.12710293078136,9.74,23.48347601937197,1.52,11.23,4.61,70.0
19.52,118.12710293078136,17.15,23.48347601937197,5.89,11.56,4.4,157.0
35.16,118.12710293078136,16.64,23.48347601937197,5.75,14.7,3.67,158.0
33.03,118.12710293078136,17.58,23.48347601937197,7.01,12.95,3.53,169.0
40.95,118.12710293078136,17.39,23.48347601937197,6.92,19.8,3.38,174.0
40.29,118.12710293078136,17.26,23.48347601937197,6.74,8.27,3.57,173.0
41.16,118.12710293078136,17.42,23.48347601937197,6.91,13.48,3.69,172.0
36.12,118.12710293078136,17.07,23.48347601937197,7.21,13.62,6.08,190.0
28.51,118.12710293078136,27.21,23.48347601937197,6.69,5.69,7.65,171.0
31.59,118.12710293078136,27.41,23.48347601937197,6.99,9.23,7.9,168.0
42.56,118.12710293078136,27.57,23.48347601937197,7.17,6.28,9.86,172.0
48.12,118.12710293078136,27.45,23.48347601937197,7.14,6.77,12.78,173.0
37.09,118.12710293078136,27.42,23.48347601937197,7.22,8.66,7.94,175.0
33.4,118.12710293078136,27.5,23.48347601937197,7.4,9.95,8.39,179.0
38.64,118.12710293078136,27.55,23.48347601937197,7.35,9.74,6.28,174.0
40.49,118.12710293078136,27.71,23.48347601937197,7.48,8.92,21.51,176.0
41.37,118.12710293078136,27.68,23.48347601937197,7.47,11.73,19.8,179.0
44.56,118.12710293078136,27.55,23.48347601937197,7.49,11.23,22.77,175.0
65.68,118.12710293078136,27.51,23.48347601937197,7.57,8.21,30.21,177.0
33.34,118.12710293078136,27.57,23.48347601937197,7.3,6.41,32.95,175.0
39.17,118.12710293078136,27.58,23.48347601937197,7.35,9.17,26.64,174.0
34.0,118.12710293078136,27.51,23.48347601937197,7.41,9.64,17.17,179.0
36.38,118.12710293078136,27.45,23.48347601937197,7.31,10.65,13.35,177.0
38.35,118.12710293078136,27.57,23.48347601937197,7.41,9.33,18.59,180.0
38.5,118.12710293078136,30.02,23.48347601937197,12.38,10.37,16.33,274.0
39.61,118.12710293078136,32.15,23.48347601937197,17.31,10.76,5.38,310.0
61.79,118.12710293078136,32.06,23.48347601937197,17.24,12.39,8.06,303.0
43.22,118.12710293078136,31.99,23.48347601937197,17.17,11.68,37.87,302.0
33.41,118.12710293078136,31.98,23.48347601937197,17.12,12.96,86.83,302.0
36.9,118.12710293078136,31.93,23.48347601937197,17.08,4.73,54.01,302.0
36.36,118.12710293078136,31.9,23.48347601937197,17.11,8.86,77.3,302.0
32.64,118.12710293078136,31.85,23.48347601937197,17.01,7.05,62.31,302.0
38.23,118.12710293078136,31.96,23.48347601937197,17.07,10.9,55.94,302.0
39.86,118.12710293078136,31.81,23.48347601937197,16.98,10.02,96.83,301.0
72.74,118.12710293078136,31.88,23.48347601937197,17.04,4.23,99.03,302.0
43.2,118.12710293078136,31.91,23.48347601937197,17.05,5.96,59.99,302.0
63.2,118.12710293078136,31.85,23.48347601937197,17.03,3.69,7.57,302.0
64.73,118.12710293078136,31.83,23.48347601937197,17.01,6.45,12.13,302.0
65.28,118.12710293078136,31.89,23.48347601937197,17.04,6.13,18.2,301.0
67.86,118.12710293078136,31.84,23.48347601937197,16.97,8.87,16.53,302.0
52.4,118.12710293078136,31.78,23.48347601937197,16.97,9.89,22.55,301.0
33.33,118.12710293078136,31.84,23.48347601937197,16.95,6.88,33.58,302.0
29.52,118.12710293078136,31.82,23.48347601937197,16.94,8.56,40.65,301.0
15.53,118.12710293078136,31.85,23.48347601937197,17.0,15.13,34.18,301.0
57.51,118.12710293078136,67.22,23.48347601937197,16.31,8.73,15.39,166.4635814889336
50.24,118.12710293078136,21.77,23.48347601937197,9.46,11.63,13.61,226.0
61.77,118.12710293078136,24.1,23.48347601937197,8.68,8.1,18.69,276.0
46.93,118.12710293078136,18.61,23.48347601937197,7.14,7.92,19.03,209.0
43.01,118.12710293078136,16.78,23.48347601937197,6.82,11.58,20.59,179.0
42.06,118.12710293078136,19.78,23.48347601937197,8.43,11.63,28.09,197.0
44.94,118.12710293078136,18.07,23.48347601937197,7.14,5.85,59.38,229.0
29.58,118.12710293078136,16.55,23.48347601937197,6.61,8.82,42.9,170.0
32.15,118.12710293078136,16.2,23.48347601937197,6.5,9.2,39.02,164.0
36.33,118.12710293078136,20.56,23.48347601937197,7.68,8.28,43.35,195.0
24.46,118.12710293078136,19.44,23.48347601937197,8.45,12.59,44.55,220.0
67.45057794890306,118.12710293078136,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336
27.08,118.12710293078136,22.19,23.48347601937197,9.95,9.51,12.46,166.4635814889336
59.29,118.12710293078136,18.89,23.48347601937197,9.21,5.98,7.69,217.0
65.32,118.12710293078136,20.23,23.48347601937197,10.61,3.69,4.74,254.0
47.39,118.12710293078136,19.74,23.48347601937197,9.26,7.72,7.71,241.0
43.88,118.12710293078136,28.44,23.48347601937197,8.69,4.83,11.53,244.0
28.35,118.12710293078136,22.68,23.48347601937197,9.05,7.47,15.95,243.0
3.59,118.12710293078136,25.44,23.48347601937197,11.26,9.6,20.38,244.0
3.04,118.12710293078136,37.81,23.48347601937197,16.31,13.73,30.05,327.0
19.14,118.12710293078136,40.93,23.48347601937197,10.33,10.96,29.36,390.0
69.12,118.12710293078136,41.26,23.48347601937197,8.85,15.63,28.45,231.0
76.41,118.12710293078136,52.67,23.48347601937197,17.96,15.44,31.49,396.0
102.49,118.12710293078136,71.17,23.48347601937197,33.31,27.32,24.85,731.0
127.94,118.12710293078136,39.52,23.48347601937197,11.14,25.59,15.17,466.0
87.18,118.12710293078136,29.34,23.48347601937197,7.83,6.98,23.17,230.0
99.73,118.12710293078136,50.39,23.48347601937197,20.16,32.74,20.91,309.0
84.15,118.12710293078136,47.93,23.48347601937197,15.83,19.37,23.12,519.0
92.12,118.12710293078136,50.71,23.48347601937197,18.21,31.75,29.97,397.0
94.02,118.12710293078136,64.11,23.48347601937197,27.14,24.88,23.51,517.0
150.27,118.12710293078136,50.77,23.48347601937197,15.9,26.35,31.96,653.0
118.91,118.12710293078136,34.64,23.48347601937197,5.42,79.47,24.89,355.0
91.41,118.12710293078136,28.63,23.48347601937197,5.19,25.44,6.25,227.0
95.9,118.12710293078136,44.01,23.48347601937197,10.38,30.06,27.34,316.0
137.87,118.12710293078136,53.18,23.48347601937197,20.2,21.89,17.41,536.0
90.71,118.12710293078136,43.85,23.48347601937197,18.12,17.89,26.02,370.0
108.68,118.12710293078136,49.9,23.48347601937197,17.03,22.59,19.56,551.0
98.79,118.12710293078136,48.92,23.48347601937197,17.72,26.09,30.19,393.0
145.75,118.12710293078136,55.33,23.48347601937197,20.61,24.66,95.94,671.0
179.43,118.12710293078136,91.75,23.48347601937197,52.33,39.15,112.01,969.0
170.52,118.12710293078136,48.6,23.48347601937197,15.49,34.03,53.98,471.0
203.4,118.12710293078136,59.66,23.48347601937197,23.03,94.3,5.36,529.0
92.71,118.12710293078136,43.57,23.48347601937197,12.92,42.08,72.86,166.4635814889336
64.66,118.12710293078136,28.61,23.48347601937197,4.79,34.4,24.76,213.0
78.14,118.12710293078136,39.51,23.48347601937197,10.58,44.91,35.56,297.0
100.17,118.12710293078136,66.43,23.48347601937197,32.27,27.73,23.95,605.0
147.35,118.12710293078136,73.74,23.48347601937197,34.64,46.09,26.43,691.0
206.89,118.12710293078136,201.0,23.48347601937197,145.32,20.47,38.0,971.0
114.84,118.12710293078136,78.39,23.48347601937197,38.09,22.94,30.19,166.4635814889336
89.64,118.12710293078136,31.18,23.48347601937197,5.42,44.92,43.04,270.0
51.72,118.12710293078136,23.04,23.48347601937197,1.89,37.31,66.58,188.0
54.59,118.12710293078136,20.64,23.48347601937197,2.31,19.08,42.43,114.0
46.5,118.12710293078136,13.32,23.48347601937197,1.22,13.73,61.56,143.0
67.45057794890306,118.12710293078136,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336
122.54,118.12710293078136,119.62,23.48347601937197,75.42,13.78,60.66,166.4635814889336
147.18,118.12710293078136,69.93,23.48347601937197,33.06,21.24,131.12,557.0
214.67,118.12710293078136,99.57,23.48347601937197,57.37,22.18,34.49143047551845,166.4635814889336
207.13,118.12710293078136,60.37,23.48347601937197,28.41,50.33,34.49143047551845,536.0
191.01,118.12710293078136,89.72,23.48347601937197,39.61,40.78,27.9,354.0
192.35,118.12710293078136,38.43,23.48347601937197,9.39,29.18,33.21,381.0
127.64,118.12710293078136,38.64,23.48347601937197,6.74,26.94,47.33,355.0
67.45057794890306,118.12710293078136,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336
67.45057794890306,118.12710293078136,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336
67.45057794890306,118.12710293078136,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336
67.45057794890306,118.12710293078136,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336
67.45057794890306,118.12710293078136,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336
67.45057794890306,118.12710293078136,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336
67.45057794890306,118.12710293078136,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336
67.45057794890306,118.12710293078136,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336
67.45057794890306,118.12710293078136,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336
67.45057794890306,118.12710293078136,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336
67.45057794890306,118.12710293078136,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336
67.45057794890306,118.12710293078136,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336
67.45057794890306,118.12710293078136,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336
67.45057794890306,118.12710293078136,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336
67.45057794890306,118.12710293078136,32.30912333307031,23.48347601937197,2.2485982090856145,14.53197725590996,34.49143047551845,166.4635814889336
